id,image_id,tree_issue_severity,answer_overall_consistency,answer_missing_critical_nodes,summary_comment
user16,000000014804,soft,대체로 맞음,없음,
user16,000000014801,soft,대체로 맞음,없음,
user16,000000014798,soft,부분적으로 맞음,없음,
user16,000000014783,soft,대체로 맞음,없음,
user16,000000014781,soft,대체로 맞음,없음,
user16,000000014774,soft,대체로 맞음,없음,
user16,000000014773,soft,대체로 맞음,없음,
user16,000000014769,soft,대체로 맞음,없음,
user16,000000014768,soft,대체로 맞음,없음,
user16,000000014766,soft,대체로 맞음,없음,
user16,000000014764,soft,대체로 맞음,없음,
user16,000000014756,soft,대체로 맞음,없음,
user16,000000014748,soft,대체로 맞음,없음,
user16,000000014740,soft,부분적으로 맞음,조금 있음,
user16,000000014736,soft,대체로 맞음,없음,
user16,000000014733,soft,대체로 맞음,조금 있음,
user16,000000014730,soft,대체로 맞음,없음,
user16,000000014728,soft,부분적으로 맞음,조금 있음,
user16,000000014726,soft,부분적으로 맞음,조금 있음,
user16,000000014723,soft,대체로 맞음,없음,
user16,000000014709,soft,부분적으로 맞음,없음,
user16,000000014698,soft,부분적으로 맞음,없음,
user16,000000014691,soft,부분적으로 맞음,조금 있음,
user16,000000014686,soft,대체로 맞음,조금 있음,
user16,000000014683,soft,맞음,조금 있음,
user16,000000014677,soft,대체로 맞음,조금 있음,
user16,000000014676,soft,대체로 맞음,없음,
user16,000000014662,soft,부분적으로 맞음,없음,
user16,000000014653,soft,대체로 맞음,없음,
user16,000000014635,soft,맞음,조금 있음,
user16,000000014619,soft,맞음,조금 있음,
user16,000000014611,soft,부분적으로 맞음,없음,
user16,000000014600,soft,대체로 맞음,조금 있음,
user16,000000014592,soft,대체로 맞음,없음,
user16,000000014591,soft,부분적으로 맞음,없음,
user16,000000014575,soft,부분적으로 맞음,조금 있음,
user16,000000014567,soft,대체로 맞음,조금 있음,
user15,000000014562,soft,대체로 맞음,없음,
user15,000000014557,soft,대체로 맞음,없음,
user15,000000014537,soft,맞음,조금 있음,
user15,000000014536,soft,대체로 맞음,조금 있음,
user15,000000014533,soft,부분적으로 맞음,조금 있음,
user15,000000014514,soft,대체로 맞음,조금 있음,
user15,000000014504,soft,부분적으로 맞음,없음,
user15,000000014502,soft,대체로 맞음,없음,
user15,000000014494,soft,대체로 맞음,없음,
user15,000000014493,soft,대체로 맞음,없음,
user15,000000014488,soft,부분적으로 맞음,없음,
user15,000000014484,soft,맞음,조금 있음,
user15,000000014477,soft,대체로 맞음,없음,
user15,000000014475,soft,대체로 맞음,조금 있음,
user15,000000014470,soft,대체로 맞음,없음,
user15,000000014453,soft,대체로 맞음,조금 있음,
user15,000000014446,soft,대체로 맞음,조금 있음,
user15,000000014432,soft,맞음,조금 있음,
user15,000000014430,soft,대체로 맞음,조금 있음,
user15,000000014412,soft,부분적으로 맞음,없음,
user15,000000014402,soft,맞음,조금 있음,
user15,000000014396,soft,맞음,조금 있음,
user15,000000014385,soft,맞음,조금 있음,
user15,000000014377,soft,대체로 맞음,없음,
user15,000000014375,soft,대체로 맞음,없음,
user15,000000014367,soft,대체로 맞음,조금 있음,
user15,000000014366,soft,맞음,조금 있음,
user15,000000014359,soft,대체로 맞음,조금 있음,
user15,000000014357,soft,맞음,조금 있음,
user15,000000014353,soft,부분적으로 맞음,없음,
user15,000000014352,soft,대체로 맞음,없음,
user15,000000014338,soft,대체로 맞음,조금 있음,
user15,000000014337,soft,대체로 맞음,없음,
user15,000000014329,soft,대체로 맞음,조금 있음,
user15,000000014321,soft,부분적으로 맞음,없음,
user15,000000014319,soft,대체로 맞음,없음,
user15,000000014307,soft,맞음,조금 있음,
user15,000000014306,soft,대체로 맞음,없음,
user15,000000014297,soft,부분적으로 맞음,없음,
user15,000000014283,soft,맞음,조금 있음,
user15,000000014282,soft,대체로 맞음,조금 있음,
user14,000000014281,soft,대체로 맞음,조금 있음,
user14,000000014278,soft,대체로 맞음,조금 있음,
user14,000000014276,soft,대체로 맞음,없음,
user14,000000014269,soft,맞음,조금 있음,
user14,000000014265,soft,대체로 맞음,조금 있음,
user14,000000014253,soft,맞음,조금 있음,
user14,000000014252,soft,대체로 맞음,조금 있음,
user14,000000014248,soft,대체로 맞음,없음,
user14,000000014244,soft,대체로 맞음,조금 있음,
user14,000000014230,soft,대체로 맞음,조금 있음,
user14,000000014203,soft,대체로 맞음,조금 있음,
user14,000000014180,soft,대체로 맞음,조금 있음,
user14,000000014159,soft,대체로 맞음,조금 있음,
user14,000000014152,soft,대체로 맞음,조금 있음,
user14,000000014128,soft,대체로 맞음,조금 있음,
user14,000000014125,soft,대체로 맞음,조금 있음,
user14,000000014089,soft,대체로 맞음,없음,
user14,000000014088,soft,대체로 맞음,조금 있음,
user14,000000014073,soft,대체로 맞음,조금 있음,
user14,000000014070,soft,대체로 맞음,없음,
user14,000000014056,soft,대체로 맞음,조금 있음,
user14,000000014034,soft,맞음,조금 있음,
user14,000000014029,soft,맞음,조금 있음,
user14,000000014027,soft,대체로 맞음,조금 있음,
user14,000000014008,soft,대체로 맞음,조금 있음,
user14,000000014006,soft,대체로 맞음,조금 있음,
user14,000000013991,soft,맞음,조금 있음,
user14,000000013988,soft,대체로 맞음,없음,
user14,000000013985,soft,대체로 맞음,조금 있음,
user14,000000013983,soft,대체로 맞음,조금 있음,
user14,000000013979,soft,맞음,조금 있음,
user14,000000013969,soft,맞음,조금 있음,
user14,000000013967,soft,대체로 맞음,없음,
user14,000000013965,soft,대체로 맞음,조금 있음,
user14,000000013959,soft,맞음,조금 있음,
user13,000000013944,soft,맞음,조금 있음,
user13,000000013943,soft,대체로 맞음,조금 있음,
user13,000000013938,soft,맞음,조금 있음,
user13,000000013922,soft,맞음,조금 있음,
user13,000000013921,soft,대체로 맞음,조금 있음,
user13,000000013916,soft,맞음,조금 있음,
user13,000000013914,soft,부분적으로 맞음,조금 있음,
user13,000000013909,soft,맞음,조금 있음,
user13,000000013904,soft,대체로 맞음,없음,
user13,000000013901,soft,부분적으로 맞음,없음,
user13,000000013900,soft,부분적으로 맞음,없음,
user13,000000013892,soft,부분적으로 맞음,없음,
user13,000000013882,soft,대체로 맞음,없음,
user13,000000013832,soft,맞음,조금 있음,
user13,000000013802,soft,대체로 맞음,조금 있음,
user13,000000013800,soft,맞음,조금 있음,
user13,000000013783,soft,대체로 맞음,조금 있음,
user13,000000013763,soft,대체로 맞음,조금 있음,
user13,000000013731,soft,부분적으로 맞음,없음,
user13,000000013728,soft,대체로 맞음,조금 있음,
user13,000000013721,soft,맞음,조금 있음,
user13,000000013717,soft,대체로 맞음,조금 있음,
user13,000000013703,soft,대체로 맞음,조금 있음,
user13,000000013675,soft,대체로 맞음,조금 있음,
user12,000000013650,soft,대체로 맞음,없음,
user12,000000013636,soft,맞음,조금 있음,
user12,000000013632,soft,대체로 맞음,없음,
user12,000000013616,soft,대체로 맞음,조금 있음,
user12,000000013605,soft,맞음,조금 있음,
user12,000000013603,soft,대체로 맞음,없음,
user12,000000013574,soft,대체로 맞음,없음,
user12,000000013568,soft,대체로 맞음,조금 있음,
user12,000000013565,soft,대체로 맞음,조금 있음,
user12,000000013550,soft,대체로 맞음,없음,
user12,000000013547,soft,대체로 맞음,조금 있음,
user12,000000013529,soft,대체로 맞음,없음,
user12,000000013528,soft,대체로 맞음,조금 있음,
user12,000000013524,soft,부분적으로 맞음,조금 있음,
user12,000000013497,soft,대체로 맞음,조금 있음,
user12,000000013492,soft,대체로 맞음,조금 있음,
user12,000000013482,soft,부분적으로 맞음,조금 있음,
user12,000000013473,soft,대체로 맞음,조금 있음,
user12,000000013471,soft,대체로 맞음,조금 있음,
user12,000000013465,soft,대체로 맞음,조금 있음,
user12,000000013455,soft,대체로 맞음,조금 있음,
user12,000000013432,soft,대체로 맞음,판단불가,
user12,000000013428,soft,대체로 맞음,없음,
user12,000000013420,soft,대체로 맞음,조금 있음,
user12,000000013415,soft,대체로 맞음,없음,
user12,000000013414,soft,맞음,조금 있음,
user12,000000013397,soft,대체로 맞음,조금 있음,
user12,000000013383,soft,대체로 맞음,조금 있음,
user12,000000013372,soft,대체로 맞음,조금 있음,
user12,000000013357,soft,대체로 맞음,조금 있음,
user12,000000013356,soft,대체로 맞음,조금 있음,
user12,000000013355,soft,대체로 맞음,없음,
user12,000000013352,soft,대체로 맞음,조금 있음,
user12,000000013332,soft,대체로 맞음,조금 있음,
user11,000000013325,soft,맞음,조금 있음,
user11,000000013302,soft,맞음,조금 있음,
user11,000000013294,soft,맞음,조금 있음,
user11,000000013292,soft,맞음,조금 있음,
user11,000000013285,soft,맞음,조금 있음,
user11,000000013284,soft,대체로 맞음,조금 있음,
user11,000000013283,soft,맞음,조금 있음,
user11,000000013273,soft,맞음,조금 있음,
user11,000000013267,soft,대체로 맞음,조금 있음,
user11,000000013258,soft,대체로 맞음,조금 있음,
user11,000000013232,soft,맞음,조금 있음,
user11,000000013202,soft,대체로 맞음,조금 있음,
user11,000000013182,soft,대체로 맞음,조금 있음,
user11,000000013176,soft,맞음,조금 있음,
user11,000000013175,soft,대체로 맞음,조금 있음,
user11,000000013172,soft,맞음,조금 있음,
user11,000000013169,soft,맞음,조금 있음,
user11,000000013168,soft,맞음,조금 있음,
user11,000000013160,soft,맞음,조금 있음,
user11,000000013158,soft,맞음,조금 있음,
user11,000000013148,soft,맞음,조금 있음,
user11,000000013146,soft,맞음,조금 있음,
user11,000000013144,soft,맞음,조금 있음,
user11,000000013143,soft,대체로 맞음,조금 있음,
user11,000000013140,soft,대체로 맞음,조금 있음,
user11,000000013132,soft,대체로 맞음,조금 있음,
user11,000000013129,soft,대체로 맞음,조금 있음,
user11,000000013127,soft,대체로 맞음,조금 있음,
user11,000000013124,soft,맞음,조금 있음,
user11,000000013076,soft,대체로 맞음,없음,
user11,000000013061,soft,대체로 맞음,없음,
user10,000000013045,soft,대체로 맞음,조금 있음,
user10,000000013040,soft,대체로 맞음,조금 있음,
user10,000000013035,soft,대체로 맞음,조금 있음,
user10,000000013031,soft,맞음,조금 있음,
user10,000000013020,soft,대체로 맞음,조금 있음,
user10,000000012991,soft,맞음,조금 있음,
user10,000000012983,soft,부분적으로 맞음,없음,
user10,000000012979,soft,대체로 맞음,없음,
user10,000000012966,soft,맞음,조금 있음,
user10,000000012959,soft,대체로 맞음,없음,
user10,000000012953,soft,부분적으로 맞음,없음,
user10,000000012947,soft,대체로 맞음,조금 있음,
user10,000000012938,soft,대체로 맞음,없음,
user10,000000012933,soft,대체로 맞음,조금 있음,
user10,000000012930,soft,맞음,조금 있음,
user10,000000012927,soft,맞음,조금 있음,
user10,000000012902,soft,맞음,조금 있음,
user10,000000012897,soft,대체로 맞음,조금 있음,
user10,000000012896,soft,대체로 맞음,조금 있음,
user10,000000012895,soft,대체로 맞음,조금 있음,
user10,000000012887,soft,대체로 맞음,조금 있음,
user10,000000012884,soft,대체로 맞음,조금 있음,
user10,000000012876,soft,대체로 맞음,조금 있음,
user10,000000012861,soft,맞음,조금 있음,
user10,000000012860,soft,맞음,조금 있음,
user10,000000012833,soft,맞음,조금 있음,
user10,000000012825,soft,대체로 맞음,조금 있음,
user10,000000012824,soft,대체로 맞음,조금 있음,
user10,000000012822,soft,맞음,조금 있음,
user10,000000012817,soft,대체로 맞음,조금 있음,
user10,000000012810,soft,대체로 맞음,없음,
user10,000000012809,soft,대체로 맞음,조금 있음,
user10,000000012805,soft,부분적으로 맞음,조금 있음,
user10,000000012795,soft,대체로 맞음,없음,
user10,000000012790,soft,대체로 맞음,조금 있음,
user10,000000012786,soft,맞음,조금 있음,
user1,000000010405,soft,대체로 맞음,조금 있음,
user1,000000010403,soft,맞음,조금 있음,
user1,000000010400,soft,맞음,조금 있음,
user1,000000010388,soft,맞음,조금 있음,
user1,000000010369,soft,맞음,조금 있음,
user1,000000010358,soft,대체로 맞음,없음,tree가 너무 많음. playground에 slide가 포함안됨. 
user1,000000010343,soft,맞음,조금 있음,
user1,000000010327,soft,맞음,조금 있음,
user1,000000010324,soft,대체로 맞음,조금 있음,냉장고 아닌 부분을 못 잡음.
user1,000000010319,soft,맞음,조금 있음,
user1,000000010318,soft,대체로 맞음,조금 있음,
user1,000000010303,soft,대체로 맞음,없음,
user1,000000010276,soft,대체로 맞음,조금 있음,
user1,000000010275,soft,대체로 맞음,없음,person이 아니라 passenger으로 잡아서 판단이 어려웠음.  
user1,000000010265,soft,대체로 맞음,조금 있음,Person이 아니라 Player로 Naming이 되어서 명확하지 않았음. 
user1,000000010256,soft,맞음,조금 있음,
user1,000000010249,soft,맞음,조금 있음,
user1,000000010244,soft,대체로 맞음,없음,signpost 부류가 너무 많음. 
user1,000000010241,soft,맞음,조금 있음,
user1,000000010232,soft,맞음,조금 있음,
user1,000000010219,soft,맞음,조금 있음,leaf가 동일한 depth에 있어서 애매했음. 
user1,000000010217,soft,대체로 맞음,조금 있음,
user1,000000010211,soft,대체로 맞음,없음,"부모 노드에서 others - tree, rock과 tree, rock이 왜 같은 노드가 아닌지를 모르겠음. "
user1,000000010205,soft,대체로 맞음,조금 있음,
user1,000000010196,soft,대체로 맞음,없음,
user1,000000010192,soft,맞음,조금 있음,
user1,000000010179,soft,맞음,조금 있음,
user1,000000010176,soft,대체로 맞음,조금 있음,
user1,000000010166,soft,대체로 맞음,조금 있음,
user1,000000010161,soft,대체로 맞음,없음,bowl안의 트리 구조가 명확하지 않음.
user1,000000010145,soft,대체로 맞음,없음,
user1,000000010142,soft,대체로 맞음,조금 있음,
user1,000000010138,soft,대체로 맞음,조금 있음,
user1,000000010136,soft,부분적으로 맞음,조금 있음,
user1,000000010123,soft,대체로 맞음,조금 있음,유의미한 요소로 흰색 의자가 아주 조금 보입니다. 
user1,000000010115,soft,대체로 맞음,없음,
user1,000000010114,soft,대체로 맞음,조금 있음,
